ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS;VALOR_TTN_PAGO;VALOR_TT_PAGO
3692;36,66;0;0;0;;;;;;;;;;;;;109,98;3;3;0;0;109,98
3693;201,48;0;0;0;0;0;0;0;0;0;0;;;;;;2014,8;10;10;0;0;2014,8
3694;344,38;0;0;0;0;0;0;0;0;0;0;;;;;;3443,8;10;10;0;0;3443,8
3695;93,89;0;0;0;0;0;0;0;0;0;0;1;1;;;;1126,68;12;10;2;187,78;938,9
3696;156,34;0;0;0;;;;;;;;;;;;;469,02;3;3;0;0;469,02
3697;28,44;0;0;0;0;0;0;0;0;0;0;;;;;;284,4;10;10;0;0;284,4
3698;288,83;0;0;0;;;;;;;;;;;;;866,49;3;3;0;0;866,49
3699;39,6;0;0;0;0;;;;;;;;;;;;158,4;4;4;0;0;158,4
3700;164,3;0;0;0;0;0;0;0;0;0;0;0;0;;;;1971,6;12;12;0;0;1971,6
3701;31,74;0;0;0;0;0;0;0;0;0;0;;;;;;317,4;10;10;0;0;317,4
3702;47,68;0;0;0;0;0;0;0;0;0;0;;;;;;476,8;10;10;0;0;476,8
3703;340,26;0;0;0;0;0;0;;;;;;;;;;2041,56;6;6;0;0;2041,56
3704;133,52;0;0;0;0;0;0;0;0;0;0;;;;;;1335,2;10;10;0;0;1335,2
3705;54,15;0;0;0;0;0;0;0;0;0;0;;;;;;541,5;10;10;0;0;541,5
3706;111,58;0;0;0;0;0;0;0;0;0;0;;;;;;1115,8;10;10;0;0;1115,8
3707;128,5;0;;;;;;;;;;;;;;;128,5;1;1;0;0;128,5
3708;50,16;0;0;0;0;0;0;0;0;0;0;;;;;;501,6;10;10;0;0;501,6
3709;250;0;0;0;0;0;0;;;;;;;;;;1500;6;6;0;0;1500
3710;22,68;0;0;0;0;0;;;;;;;;;;;113,4;5;5;0;0;113,4
3711;68,56;0;0;0;0;0;;;;;;;;;;;342,8;5;5;0;0;342,8
3712;53,64;0;0;0;0;;;;;;;;;;;;214,56;4;4;0;0;214,56
3713;424;0;;;;;;;;;;;;;;;424;1;1;0;0;424
3714;79,97;0;0;0;0;0;0;0;0;0;0;;;;;;799,7;10;10;0;0;799,7
3715;245,59;0;;;;;;;;;;;;;;;245,59;1;1;0;0;245,59
3716;162,97;0;0;0;0;0;0;0;0;0;0;;;;;;1629,7;10;10;0;0;1629,7
3717;40,98;0;0;0;0;0;0;0;0;0;0;0;0;;;;491,76;12;12;0;0;491,76
3718;24,04;0;0;0;0;0;0;0;0;0;0;0;0;;;;288,48;12;12;0;0;288,48
3719;70,48;0;0;0;0;0;;;;;;;;;;;352,4;5;5;0;0;352,4
3720;72,22;0;0;0;0;0;0;;;;;;;;;;433,32;6;6;0;0;433,32
3721;198,4;0;0;0;0;0;0;0;0;0;0;0;0;;;;2380,8;12;12;0;0;2380,8
3722;149,89;0;0;0;0;0;0;0;0;0;0;0;0;;;;1798,68;12;12;0;0;1798,68
3723;125,53;0;0;0;0;0;0;0;0;0;0;;;;;;1255,3;10;10;0;0;1255,3
3724;105,74;1;;;;;;;;;;;;;;;105,74;1;0;1;105,74;0
3725;65,72;0;0;0;0;0;0;;;;;;;;;;394,32;6;6;0;0;394,32
3726;74,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1113,6;15;15;0;0;1113,6
3727;149,13;0;0;0;0;0;0;0;0;0;0;0;0;;;;1789,56;12;12;0;0;1789,56
3728;100,62;0;0;0;0;0;0;0;0;0;0;;;;;;1006,2;10;10;0;0;1006,2
3729;121,16;0;0;0;0;0;0;0;0;0;0;0;0;;;;1453,92;12;12;0;0;1453,92
3730;52,19;0;0;0;0;0;0;0;0;0;0;0;0;;;;626,28;12;12;0;0;626,28
3731;81,18;0;0;0;;;;;;;;;;;;;243,54;3;3;0;0;243,54
3732;86,34;0;0;0;0;0;0;0;0;0;0;;;;;;863,4;10;10;0;0;863,4
3733;39,5;0;0;0;0;0;0;;;;;;;;;;237;6;6;0;0;237
3734;147,86;0;0;0;0;0;0;0;0;0;0;;;;;;1478,6;10;10;0;0;1478,6
3735;158,89;0;0;0;0;0;0;0;0;0;0;0;0;;;;1906,68;12;12;0;0;1906,68
3736;189,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2842,8;15;15;0;0;2842,8
3737;157,34;0;0;0;0;0;0;0;;;;;;;;;1101,38;7;7;0;0;1101,38
3738;155,5;0;0;0;0;0;0;0;0;0;0;0;0;;;;1866;12;12;0;0;1866
3739;36,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543,9;15;15;0;0;543,9
3740;98,76;0;0;0;0;0;0;0;0;0;0;0;0;;;;1185,12;12;12;0;0;1185,12
3741;48,41;0;0;0;0;0;0;0;0;0;0;;;;;;484,1;10;10;0;0;484,1
3742;273,66;0;0;0;0;0;0;0;0;;;;;;;;2189,28;8;8;0;0;2189,28
3743;154,28;0;0;0;0;0;0;;;;;;;;;;925,68;6;6;0;0;925,68
3744;79;0;0;;;;;;;;;;;;;;158;2;2;0;0;158
3745;200,12;0;0;0;0;0;0;0;0;0;0;0;0;;;;2401,44;12;12;0;0;2401,44
3746;105,13;0;0;0;0;;;;;;;;;;;;420,52;4;4;0;0;420,52
3747;87,35;0;0;0;0;0;0;;;;;;;;;;524,1;6;6;0;0;524,1
3748;59,55;0;0;0;0;0;0;0;0;0;0;;;;;;595,5;10;10;0;0;595,5
3749;66,45;0;0;0;0;0;0;;;;;;;;;;398,7;6;6;0;0;398,7
3750;224,86;0;0;0;0;0;0;;;;;;;;;;1349,16;6;6;0;0;1349,16
3751;169,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2548,35;15;15;0;0;2548,35
3752;108,57;0;0;0;0;0;;;;;;;;;;;542,85;5;5;0;0;542,85
3753;21,8;0;0;0;0;0;0;;;;;;;;;;130,8;6;6;0;0;130,8
3754;126,99;0;0;0;0;0;0;;;;;;;;;;761,94;6;6;0;0;761,94
3755;12,83;0;0;0;0;0;0;;;;;;;;;;76,98;6;6;0;0;76,98
3756;214,71;0;0;0;0;0;;;;;;;;;;;1073,55;5;5;0;0;1073,55
3757;70,32;0;0;0;0;0;0;;;;;;;;;;421,92;6;6;0;0;421,92
3758;285,29;0;0;0;0;0;0;0;0;0;0;0;0;;;;3423,48;12;12;0;0;3423,48
3759;32,55;0;0;0;0;0;0;;;;;;;;;;195,3;6;6;0;0;195,3
3760;113,21;0;0;0;0;0;0;0;0;0;0;0;0;;;;1358,52;12;12;0;0;1358,52
3761;260,7;0;0;0;0;0;0;0;0;0;0;0;0;;;;3128,4;12;12;0;0;3128,4
3762;132,54;0;0;0;0;;;;;;;;;;;;530,16;4;4;0;0;530,16
3763;198,64;0;0;0;0;0;0;0;0;0;0;;;;;;1986,4;10;10;0;0;1986,4
3764;120,36;0;0;0;0;0;0;0;0;0;0;0;0;;;;1444,32;12;12;0;0;1444,32
3765;103,06;0;0;0;0;0;0;0;0;;;;;;;;824,48;8;8;0;0;824,48
3766;155,47;0;0;0;0;0;0;0;0;0;0;0;0;;;;1865,64;12;12;0;0;1865,64
3767;76,82;0;0;0;;;;;;;;;;;;;230,46;3;3;0;0;230,46
3768;35,75;0;0;0;0;;;;;;;;;;;;143;4;4;0;0;143
3769;97,41;0;0;0;0;0;0;0;0;0;0;;;;;;974,1;10;10;0;0;974,1
3770;29,83;0;0;0;0;0;0;;;;;;;;;;178,98;6;6;0;0;178,98
3771;93,55;0;0;0;0;0;0;0;0;0;0;;;;;;935,5;10;10;0;0;935,5
3772;226,53;0;0;0;0;0;0;0;0;0;0;;;;;;2265,3;10;10;0;0;2265,3
3773;48,9;0;0;0;0;0;0;0;0;0;0;0;0;;;;586,8;12;12;0;0;586,8
3774;119,12;0;0;0;0;0;0;0;0;0;0;;;;;;1191,2;10;10;0;0;1191,2
3775;62,65;0;0;0;0;0;0;0;0;0;0;;;;;;626,5;10;10;0;0;626,5
3776;109;0;0;0;0;0;0;0;0;0;0;;;;;;1090;10;10;0;0;1090
3777;23,25;0;0;0;0;0;0;;;;;;;;;;139,5;6;6;0;0;139,5
3778;75,34;0;0;0;0;0;0;0;0;0;0;;;;;;753,4;10;10;0;0;753,4
3779;87,98;0;0;0;0;0;0;0;0;0;0;0;0;;;;1055,76;12;12;0;0;1055,76
3780;107,9;0;0;0;0;0;0;0;0;;;;;;;;863,2;8;8;0;0;863,2
3781;98,98;0;0;0;0;0;0;;;;;;;;;;593,88;6;6;0;0;593,88
3782;67,37;0;0;0;0;0;0;0;0;0;0;;;;;;673,7;10;10;0;0;673,7
3783;116,74;0;0;0;;;;;;;;;;;;;350,22;3;3;0;0;350,22
3784;190,37;0;0;0;0;0;0;0;0;;;;;;;;1522,96;8;8;0;0;1522,96
3785;111,87;0;0;0;;;;;;;;;;;;;335,61;3;3;0;0;335,61
3786;74,78;0;0;0;0;0;;;;;;;;;;;373,9;5;5;0;0;373,9
3787;148,09;0;0;0;0;0;0;;;;;;;;;;888,54;6;6;0;0;888,54
3788;139,63;0;0;0;0;0;0;0;0;0;0;0;0;;;;1675,56;12;12;0;0;1675,56
3789;163,43;0;0;0;0;0;0;0;0;0;0;0;0;;;;1961,16;12;12;0;0;1961,16
3790;158,75;0;0;0;0;0;0;0;0;0;0;;;;;;1587,5;10;10;0;0;1587,5
3791;104,9;0;0;0;0;0;0;;;;;;;;;;629,4;6;6;0;0;629,4
3792;82,04;0;0;0;0;0;0;;;;;;;;;;492,24;6;6;0;0;492,24
3793;141,4;0;0;0;0;0;0;0;0;;;;;;;;1131,2;8;8;0;0;1131,2
3794;168,28;0;0;0;0;0;0;0;0;0;0;0;0;;;;2019,36;12;12;0;0;2019,36
3795;73,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1108,35;15;15;0;0;1108,35
3796;155,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330,7;15;15;0;0;2330,7
3797;92,52;0;0;0;0;0;;;;;;;;;;;462,6;5;5;0;0;462,6
3798;311,94;0;0;0;0;;;;;;;;;;;;1247,76;4;4;0;0;1247,76
3799;63,82;0;0;0;0;0;0;0;0;0;0;;;;;;638,2;10;10;0;0;638,2
3800;52,85;0;0;0;0;0;0;0;0;0;0;0;0;;;;634,2;12;12;0;0;634,2
3801;118,07;0;0;0;0;0;0;0;0;0;0;;;;;;1180,7;10;10;0;0;1180,7
3802;60,27;0;0;0;0;0;0;0;;;;;;;;;421,89;7;7;0;0;421,89
3803;56,49;0;0;;;;;;;;;;;;;;112,98;2;2;0;0;112,98
3804;39,75;0;0;0;0;0;0;0;0;0;0;;;;;;397,5;10;10;0;0;397,5
3805;60,45;0;0;;;;;;;;;;;;;;120,9;2;2;0;0;120,9
3806;73,85;0;0;0;0;;;;;;;;;;;;295,4;4;4;0;0;295,4
3807;68,95;0;0;0;0;0;0;0;0;;;;;;;;551,6;8;8;0;0;551,6
3808;179,86;0;0;0;0;0;0;0;0;0;0;;;;;;1798,6;10;10;0;0;1798,6
3809;17,9;0;0;0;0;0;0;;;;;;;;;;107,4;6;6;0;0;107,4
3810;89,54;0;0;0;0;0;0;;;;;;;;;;537,24;6;6;0;0;537,24
3811;144,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2162,1;15;15;0;0;2162,1
3812;48,29;0;0;0;0;0;0;0;0;0;0;;;;;;482,9;10;10;0;0;482,9
3813;49,27;0;0;0;0;0;;;;;;;;;;;246,35;5;5;0;0;246,35
3814;143;0;0;0;0;0;0;0;1;1;1;1;1;;;;1716;12;7;5;715;1001
3815;98,12;0;0;0;0;0;0;0;0;0;0;;;;;;981,2;10;10;0;0;981,2
3816;30,07;0;0;0;0;0;0;;;;;;;;;;180,42;6;6;0;0;180,42
3817;75;0;0;0;0;0;0;0;0;0;0;;;;;;750;10;10;0;0;750
3818;73,09;0;0;0;0;0;0;;;;;;;;;;438,54;6;6;0;0;438,54
3819;99,73;0;0;0;0;0;0;0;0;0;0;;;;;;997,3;10;10;0;0;997,3
3820;264,01;0;0;0;0;0;;;;;;;;;;;1320,05;5;5;0;0;1320,05
3821;108,39;0;0;0;0;0;;;;;;;;;;;541,95;5;5;0;0;541,95
3822;165,37;0;0;0;0;0;0;0;;;;;;;;;1157,59;7;7;0;0;1157,59
3823;134,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020,5;15;15;0;0;2020,5
3824;77,01;0;0;0;0;0;0;0;0;0;;;;;;;693,09;9;9;0;0;693,09
3825;32,37;0;0;0;0;0;0;0;0;0;0;0;0;;;;388,44;12;12;0;0;388,44
3826;101,2;0;0;0;0;0;0;0;0;0;0;;;;;;1012;10;10;0;0;1012
3827;164,1;0;0;0;0;0;0;0;0;0;0;;;;;;1641;10;10;0;0;1641
3828;24,21;0;0;;;;;;;;;;;;;;48,42;2;2;0;0;48,42
3829;150,92;0;0;0;0;0;0;0;0;0;0;;;;;;1509,2;10;10;0;0;1509,2
3830;46,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700,5;15;15;0;0;700,5
3831;39;0;0;0;0;0;0;0;0;0;0;;;;;;390;10;10;0;0;390
3832;118,16;0;0;0;0;0;0;0;0;0;0;0;0;;;;1417,92;12;12;0;0;1417,92
3833;157;0;0;0;0;0;;;;;;;;;;;785;5;5;0;0;785
3834;240,1;0;0;0;0;0;0;0;0;0;;;;;;;2160,9;9;9;0;0;2160,9
3835;39,15;0;0;0;0;0;0;0;0;0;0;;;;;;391,5;10;10;0;0;391,5
3836;30,83;0;0;0;0;0;0;;;;;;;;;;184,98;6;6;0;0;184,98
3837;53,34;0;0;0;0;0;0;;;;;;;;;;320,04;6;6;0;0;320,04
3838;108;0;0;0;0;0;0;;;;;;;;;;648;6;6;0;0;648
3839;81,89;0;0;0;0;0;0;0;0;0;0;0;0;;;;982,68;12;12;0;0;982,68
3840;57,71;0;0;0;0;0;0;0;0;0;0;;;;;;577,1;10;10;0;0;577,1
3841;305,89;0;0;0;0;0;0;0;0;0;0;;;;;;3058,9;10;10;0;0;3058,9
3842;77,65;0;0;0;0;0;0;0;0;;;;;;;;621,2;8;8;0;0;621,2
3843;121,95;0;0;0;0;0;0;0;0;0;0;;;;;;1219,5;10;10;0;0;1219,5
3844;183;0;0;0;0;0;0;0;0;0;0;;;;;;1830;10;10;0;0;1830
3845;20,32;0;0;0;0;0;0;;;;;;;;;;121,92;6;6;0;0;121,92
3846;88,09;0;0;0;0;0;0;0;0;0;0;;;;;;880,9;10;10;0;0;880,9
3847;52,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;787,05;15;15;0;0;787,05
3848;122,6;0;0;0;0;0;0;0;0;0;0;;;;;;1226;10;10;0;0;1226
3849;59;0;0;0;0;0;0;0;0;0;0;;;;;;590;10;10;0;0;590
3850;103,39;0;0;0;0;0;0;0;0;0;0;;;;;;1033,9;10;10;0;0;1033,9
3851;139,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;1677,6;12;12;0;0;1677,6
3852;274;0;0;0;;;;;;;;;;;;;822;3;3;0;0;822
3853;161,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2429,85;15;15;0;0;2429,85
3854;152,69;0;0;0;0;0;0;0;0;0;0;0;0;;;;1832,28;12;12;0;0;1832,28
3855;68,46;0;0;0;0;0;0;0;0;0;0;0;0;;;;821,52;12;12;0;0;821,52
3856;60,69;0;0;0;0;0;0;0;0;0;0;;;;;;606,9;10;10;0;0;606,9
3857;190,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2863,05;15;15;0;0;2863,05
3858;257;0;0;0;0;0;0;0;0;0;0;0;0;;;;3084;12;12;0;0;3084
3859;9,82;0;0;0;0;0;0;;;;;;;;;;58,92;6;6;0;0;58,92
3860;78,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1181,25;15;15;0;0;1181,25
3861;111,72;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1452,36;13;13;0;0;1452,36
3862;96,39;0;0;0;0;0;0;0;0;0;0;;;;;;963,9;10;10;0;0;963,9
3863;51;1;1;1;1;1;1;1;1;1;1;1;1;;;;612;12;0;12;612;0
3864;141,81;0;0;0;0;0;;;;;;;;;;;709,05;5;5;0;0;709,05
3865;81,96;0;0;0;0;0;0;0;0;;;;;;;;655,68;8;8;0;0;655,68
3866;132,25;0;0;0;0;0;0;0;0;0;0;0;0;;;;1587;12;12;0;0;1587
3867;68,96;0;0;0;0;0;0;0;0;0;0;0;0;;;;827,52;12;12;0;0;827,52
3868;82,85;0;0;0;0;0;0;;;;;;;;;;497,1;6;6;0;0;497,1
3869;248,6;0;0;0;0;0;0;0;0;0;0;0;0;;;;2983,2;12;12;0;0;2983,2
3870;56,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840,75;15;15;0;0;840,75
3871;155,32;0;0;0;;;;;;;;;;;;;465,96;3;3;0;0;465,96
3872;44,48;0;0;0;0;0;0;0;0;0;0;;;;;;444,8;10;10;0;0;444,8
3873;118,67;0;0;;;;;;;;;;;;;;237,34;2;2;0;0;237,34
3874;37,16;0;0;0;0;0;0;;;;;;;;;;222,96;6;6;0;0;222,96
3875;180,86;0;0;0;0;0;0;0;0;0;0;0;0;;;;2170,32;12;12;0;0;2170,32
3876;199,25;0;0;0;0;0;0;;;;;;;;;;1195,5;6;6;0;0;1195,5
3877;77,53;0;0;0;0;0;0;0;0;0;;;;;;;697,77;9;9;0;0;697,77
3878;87,92;0;0;0;0;0;0;0;0;0;0;;;;;;879,2;10;10;0;0;879,2
3879;186,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2802,9;15;15;0;0;2802,9
3880;145;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2175;15;2;13;1885;290
3881;125;0;0;0;0;0;0;0;0;0;0;;;;;;1250;10;10;0;0;1250
3882;127;0;0;0;0;0;0;0;0;0;0;;;;;;1270;10;10;0;0;1270
3883;98,41;0;0;0;0;0;0;0;0;0;0;;;;;;984,1;10;10;0;0;984,1
3884;53;0;0;0;0;;;;;;;;;;;;212;4;4;0;0;212
3885;126,72;0;0;0;0;0;0;;;;;;;;;;760,32;6;6;0;0;760,32
3886;120,03;0;0;0;0;0;0;0;0;0;0;;;;;;1200,3;10;10;0;0;1200,3
3887;190,95;0;0;0;;;;;;;;;;;;;572,85;3;3;0;0;572,85
3888;173,67;0;0;0;0;0;0;0;0;;;;;;;;1389,36;8;8;0;0;1389,36
3889;107,94;0;0;0;0;0;0;0;;;;;;;;;755,58;7;7;0;0;755,58
3890;89,07;0;0;0;0;0;;;;;;;;;;;445,35;5;5;0;0;445,35
3891;37,66;0;0;0;0;0;0;0;0;0;0;;;;;;376,6;10;10;0;0;376,6
3892;22,41;0;0;0;0;0;0;;;;;;;;;;134,46;6;6;0;0;134,46
3893;64,74;0;0;0;0;0;0;0;0;0;0;;;;;;647,4;10;10;0;0;647,4
3894;237,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3568,35;15;15;0;0;3568,35
3895;27,67;0;0;0;0;0;0;0;0;0;;;;;;;249,03;9;9;0;0;249,03
3896;74,32;0;0;0;;;;;;;;;;;;;222,96;3;3;0;0;222,96
3897;111,13;0;0;0;0;0;0;;;;;;;;;;666,78;6;6;0;0;666,78
3898;199,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2994,75;15;15;0;0;2994,75
3899;105,06;0;0;0;0;0;0;0;0;0;0;0;0;;;;1260,72;12;12;0;0;1260,72
3900;139,06;0;0;0;0;;;;;;;;;;;;556,24;4;4;0;0;556,24
3901;117,41;0;0;0;;;;;;;;;;;;;352,23;3;3;0;0;352,23
3902;114,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1717,95;15;15;0;0;1717,95
3903;60,98;0;0;0;0;0;0;0;0;0;0;0;0;;;;731,76;12;12;0;0;731,76
3904;155,09;0;0;0;0;0;0;0;0;0;0;0;0;;;;1861,08;12;12;0;0;1861,08
3905;18,66;0;0;0;;;;;;;;;;;;;55,98;3;3;0;0;55,98
3906;98,43;0;0;0;0;0;0;0;0;0;0;0;0;;;;1181,16;12;12;0;0;1181,16
3907;64,05;0;0;0;;;;;;;;;;;;;192,15;3;3;0;0;192,15
3908;83,17;0;0;0;0;0;0;;;;;;;;;;499,02;6;6;0;0;499,02
3909;158,08;0;0;0;0;0;;;;;;;;;;;790,4;5;5;0;0;790,4
3910;68,79;0;0;0;0;;;;;;;;;;;;275,16;4;4;0;0;275,16
3911;170,96;0;0;0;0;0;0;0;0;0;;;;;;;1538,64;9;9;0;0;1538,64
3912;184,32;0;0;0;;;;;;;;;;;;;552,96;3;3;0;0;552,96
3913;148,66;0;0;0;0;0;0;0;0;0;0;0;;;;;1635,26;11;11;0;0;1635,26
3914;233,58;0;0;0;0;0;0;0;0;0;0;;;;;;2335,8;10;10;0;0;2335,8
3915;122,27;0;0;0;0;;;;;;;;;;;;489,08;4;4;0;0;489,08
3916;144,4;0;0;0;0;0;0;0;0;0;0;0;0;;;;1732,8;12;12;0;0;1732,8
3917;166,76;0;0;0;0;0;0;0;0;0;0;0;0;;;;2001,12;12;12;0;0;2001,12
3918;252,6;0;0;0;0;;;;;;;;;;;;1010,4;4;4;0;0;1010,4
3919;59,46;0;0;0;;;;;;;;;;;;;178,38;3;3;0;0;178,38
3920;52,38;0;0;0;0;0;0;0;0;0;0;;;;;;523,8;10;10;0;0;523,8
3921;62,24;0;0;0;0;;;;;;;;;;;;248,96;4;4;0;0;248,96
3922;54,99;0;0;0;0;0;0;0;0;0;0;0;;;;;604,89;11;11;0;0;604,89
3923;85;0;0;0;0;0;0;;;;;;;;;;510;6;6;0;0;510
3924;113,44;0;0;0;0;0;0;0;0;;;;;;;;907,52;8;8;0;0;907,52
3925;153,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2303,4;15;15;0;0;2303,4
3926;104,03;0;0;0;;;;;;;;;;;;;312,09;3;3;0;0;312,09
3927;48,78;0;0;0;0;0;0;0;0;0;0;0;0;;;;585,36;12;12;0;0;585,36
3928;43,61;0;;;;;;;;;;;;;;;43,61;1;1;0;0;43,61
3929;103,27;0;0;0;0;0;;;;;;;;;;;516,35;5;5;0;0;516,35
3930;149;0;0;0;0;0;0;0;0;0;0;;;;;;1490;10;10;0;0;1490
3931;23;0;0;0;0;0;0;0;0;0;0;;;;;;230;10;10;0;0;230
3932;29,74;0;0;0;0;0;0;0;0;0;0;0;0;;;;356,88;12;12;0;0;356,88
3933;137,88;0;0;0;0;;;;;;;;;;;;551,52;4;4;0;0;551,52
3934;51,64;0;0;0;0;0;;;;;;;;;;;258,2;5;5;0;0;258,2
3935;64,59;0;0;0;0;0;0;0;0;0;0;;;;;;645,9;10;10;0;0;645,9
3936;291,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4365,45;15;15;0;0;4365,45
3937;171,57;0;0;0;0;0;0;;;;;;;;;;1029,42;6;6;0;0;1029,42
3938;177;0;0;0;0;0;0;;;;;;;;;;1062;6;6;0;0;1062
3939;103,1;0;0;0;0;0;0;0;0;0;;;;;;;927,9;9;9;0;0;927,9
3940;94,79;0;0;0;0;0;;;;;;;;;;;473,95;5;5;0;0;473,95
3941;50,9;0;0;0;0;0;0;0;0;0;0;;;;;;509;10;10;0;0;509
3942;54,19;0;0;0;;;;;;;;;;;;;162,57;3;3;0;0;162,57
3943;138,38;0;0;0;0;;;;;;;;;;;;553,52;4;4;0;0;553,52
3944;16,99;0;0;0;0;0;0;;;;;;;;;;101,94;6;6;0;0;101,94
3945;117,47;0;0;0;0;0;0;0;0;0;0;0;0;;;;1409,64;12;12;0;0;1409,64
3946;19,5;0;0;0;0;0;0;;;;;;;;;;117;6;6;0;0;117
3947;208,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3131,1;15;15;0;0;3131,1
3948;56,86;0;0;0;0;0;0;0;0;0;0;;;;;;568,6;10;10;0;0;568,6
3949;14,99;0;0;0;;;;;;;;;;;;;44,97;3;3;0;0;44,97
3950;102,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1543,2;15;15;0;0;1543,2
3951;20;0;0;;;;;;;;;;;;;;40;2;2;0;0;40
3952;51,77;0;0;0;0;0;0;0;0;0;0;0;;;;;569,47;11;11;0;0;569,47
3953;190,47;0;0;0;0;0;0;;;;;;;;;;1142,82;6;6;0;0;1142,82
3954;149,24;0;0;0;0;0;;;;;;;;;;;746,2;5;5;0;0;746,2
3955;85,24;0;0;0;0;0;;;;;;;;;;;426,2;5;5;0;0;426,2
3956;97,02;0;0;0;0;0;0;;;;;;;;;;582,12;6;6;0;0;582,12
3957;130,99;0;0;0;0;0;0;0;0;0;0;;;;;;1309,9;10;10;0;0;1309,9
3958;174,78;0;;;;;;;;;;;;;;;174,78;1;1;0;0;174,78
3959;888;0;;;;;;;;;;;;;;;888;1;1;0;0;888
3960;87,38;0;0;0;0;0;0;0;0;;;;;;;;699,04;8;8;0;0;699,04
3961;62,21;0;0;0;0;0;0;0;0;0;0;;;;;;622,1;10;10;0;0;622,1
3962;40,25;0;0;0;0;0;0;0;0;;;;;;;;322;8;8;0;0;322
3963;79,2;0;0;0;0;0;0;0;0;0;;;;;;;712,8;9;9;0;0;712,8
3964;51,41;0;0;0;0;0;;;;;;;;;;;257,05;5;5;0;0;257,05
3965;54,6;0;0;0;0;0;0;0;;;;;;;;;382,2;7;7;0;0;382,2
3966;174;0;0;0;0;0;0;0;0;0;0;0;0;;;;2088;12;12;0;0;2088
3967;72,66;0;0;0;0;0;0;0;0;0;0;0;0;;;;871,92;12;12;0;0;871,92
3968;70,32;0;0;0;0;0;0;0;0;0;0;;;;;;703,2;10;10;0;0;703,2
3969;68,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;825,6;12;12;0;0;825,6
3970;96,92;0;0;0;;;;;;;;;;;;;290,76;3;3;0;0;290,76
3971;154,32;0;0;0;0;0;0;;;;;;;;;;925,92;6;6;0;0;925,92
3972;153,34;0;0;0;0;0;0;0;0;0;0;0;0;;;;1840,08;12;12;0;0;1840,08
3973;30,34;0;0;0;0;0;0;0;0;0;0;;;;;;303,4;10;10;0;0;303,4
3974;52,72;0;0;0;0;0;0;0;0;0;0;;;;;;527,2;10;10;0;0;527,2
3975;197,83;0;0;0;0;0;;;;;;;;;;;989,15;5;5;0;0;989,15
3976;38,7;0;0;;;;;;;;;;;;;;77,4;2;2;0;0;77,4
3977;72,39;0;0;0;0;0;0;0;0;0;0;0;0;;;;868,68;12;12;0;0;868,68
3978;49,2;0;0;0;0;0;;;;;;;;;;;246;5;5;0;0;246
3979;115,18;0;0;0;0;0;0;0;0;0;0;;;;;;1151,8;10;10;0;0;1151,8
3980;151,54;0;0;0;0;0;0;0;0;0;0;0;0;;;;1818,48;12;12;0;0;1818,48
3981;90,58;0;0;0;0;0;0;0;0;0;0;0;0;;;;1086,96;12;12;0;0;1086,96
3982;248,68;0;0;0;;;;;;;;;;;;;746,04;3;3;0;0;746,04
3983;26,01;0;0;0;0;0;0;0;0;0;0;;;;;;260,1;10;10;0;0;260,1
3984;83;0;;;;;;;;;;;;;;;83;1;1;0;0;83
3985;96,77;0;0;0;0;0;0;;;;;;;;;;580,62;6;6;0;0;580,62
3986;88,84;0;0;0;0;0;0;0;0;0;0;;;;;;888,4;10;10;0;0;888,4
3987;138,16;0;0;0;0;;;;;;;;;;;;552,64;4;4;0;0;552,64
3988;147,95;0;0;0;0;0;0;0;0;0;0;0;0;;;;1775,4;12;12;0;0;1775,4
3989;193,82;0;0;0;0;0;;;;;;;;;;;969,1;5;5;0;0;969,1
