ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS;VALOR_TTN_PAGO;VALOR_TT_PAGO
43839;100,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505,85;15;15;0;0;1505,85
43840;54,88;0;0;0;0;0;0;0;0;0;0;0;0;;;;658,56;12;12;0;0;658,56
43841;147,07;0;0;0;0;0;0;0;0;0;0;0;0;;;;1764,84;12;12;0;0;1764,84
43842;127;0;0;0;0;0;0;0;0;0;0;0;0;;;;1524;12;12;0;0;1524
43843;56,78;0;0;0;0;0;0;;;;;;;;;;340,68;6;6;0;0;340,68
43844;27,99;0;0;0;0;0;0;;;;;;;;;;167,94;6;6;0;0;167,94
43845;13,32;0;0;0;0;0;0;;;;;;;;;;79,92;6;6;0;0;79,92
43846;40,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613,8;15;15;0;0;613,8
43847;85,3;0;0;0;0;0;0;0;0;0;0;;;;;;853;10;10;0;0;853
43848;85,84;0;0;0;0;0;0;0;0;0;0;;;;;;858,4;10;10;0;0;858,4
43849;17,02;0;0;0;0;0;0;0;0;0;;;;;;;153,18;9;9;0;0;153,18
43850;104,77;0;0;0;0;0;0;0;0;0;0;0;0;;;;1257,24;12;12;0;0;1257,24
43851;149,9;0;;;;;;;;;;;;;;;149,9;1;1;0;0;149,9
43852;35,5;0;0;;;;;;;;;;;;;;71;2;2;0;0;71
43853;45,51;0;0;0;;;;;;;;;;;;;136,53;3;3;0;0;136,53
43854;150,37;0;0;0;0;0;0;0;0;0;0;;;;;;1503,7;10;10;0;0;1503,7
43855;44,7;0;0;;;;;;;;;;;;;;89,4;2;2;0;0;89,4
43856;89,9;0;;;;;;;;;;;;;;;89,9;1;1;0;0;89,9
43857;168,28;0;0;0;0;0;0;0;0;0;0;0;0;;;;2019,36;12;12;0;0;2019,36
43858;60,15;0;0;0;0;0;0;0;0;0;0;;;;;;601,5;10;10;0;0;601,5
43859;39,71;0;0;0;0;0;0;0;0;0;0;;;;;;397,1;10;10;0;0;397,1
43860;35,37;0;0;0;;;;;;;;;;;;;106,11;3;3;0;0;106,11
43861;44,11;0;0;0;0;0;0;;;;;;;;;;264,66;6;6;0;0;264,66
43862;43,32;0;0;0;0;0;0;0;0;0;0;0;0;;;;519,84;12;12;0;0;519,84
43863;69,25;0;0;0;0;0;0;0;0;0;0;;;;;;692,5;10;10;0;0;692,5
43864;291,73;0;0;0;0;0;0;0;0;0;0;;;;;;2917,3;10;10;0;0;2917,3
43865;304,08;0;0;0;0;0;0;;;;;;;;;;1824,48;6;6;0;0;1824,48
43866;342,01;0;;;;;;;;;;;;;;;342,01;1;1;0;0;342,01
43867;24,5;0;0;;;;;;;;;;;;;;49;2;2;0;0;49
43868;52,73;0;0;;;;;;;;;;;;;;105,46;2;2;0;0;105,46
43869;77,38;0;0;0;0;0;0;0;0;;;;;;;;619,04;8;8;0;0;619,04
43870;60,56;0;0;0;;;;;;;;;;;;;181,68;3;3;0;0;181,68
43871;29,66;0;0;0;0;0;0;;;;;;;;;;177,96;6;6;0;0;177,96
43872;51,09;0;0;0;0;0;0;0;0;0;0;;;;;;510,9;10;10;0;0;510,9
43873;12,16;0;0;0;0;0;0;;;;;;;;;;72,96;6;6;0;0;72,96
43874;25;0;0;;;;;;;;;;;;;;50;2;2;0;0;50
43875;80,56;0;0;0;0;0;0;0;0;;;;;;;;644,48;8;8;0;0;644,48
43876;19,42;0;0;0;0;0;0;;;;;;;;;;116,52;6;6;0;0;116,52
43877;50,07;0;0;0;0;0;0;0;0;0;0;;;;;;500,7;10;10;0;0;500,7
43878;88,31;0;0;0;0;0;0;0;;;;;;;;;618,17;7;7;0;0;618,17
43879;32,22;0;0;0;0;0;0;;;;;;;;;;193,32;6;6;0;0;193,32
43880;199,5;0;0;0;0;0;0;0;0;0;0;0;0;;;;2394;12;12;0;0;2394
43881;110,07;0;0;0;0;0;0;0;0;0;0;0;0;;;;1320,84;12;12;0;0;1320,84
43882;122,14;0;0;0;0;;;;;;;;;;;;488,56;4;4;0;0;488,56
43883;45,93;0;0;0;0;0;0;0;0;0;0;0;0;;;;551,16;12;12;0;0;551,16
43884;137;0;0;;;;;;;;;;;;;;274;2;2;0;0;274
43885;41;0;;;;;;;;;;;;;;;41;1;1;0;0;41
43886;58,5;0;0;0;0;0;0;0;0;0;0;;;;;;585;10;10;0;0;585
43887;93,08;0;0;0;0;0;0;0;0;0;0;;;;;;930,8;10;10;0;0;930,8
43888;227,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3415,2;15;15;0;0;3415,2
43889;274,42;0;0;0;0;0;0;;;;;;;;;;1646,52;6;6;0;0;1646,52
43890;123,45;0;0;0;0;0;0;0;0;;;;;;;;987,6;8;8;0;0;987,6
43891;159;0;;;;;;;;;;;;;;;159;1;1;0;0;159
43892;116,29;0;0;0;0;;;;;;;;;;;;465,16;4;4;0;0;465,16
43893;174,14;0;0;0;0;0;0;;;;;;;;;;1044,84;6;6;0;0;1044,84
43894;126,66;0;0;0;0;0;0;0;0;0;0;0;0;;;;1519,92;12;12;0;0;1519,92
43895;58,5;0;0;;;;;;;;;;;;;;117;2;2;0;0;117
43896;29;0;0;0;0;0;;;;;;;;;;;145;5;5;0;0;145
43897;216,09;0;0;0;0;;;;;;;;;;;;864,36;4;4;0;0;864,36
43898;117,41;0;0;0;;;;;;;;;;;;;352,23;3;3;0;0;352,23
43899;83;0;0;0;0;0;0;;;;;;;;;;498;6;6;0;0;498
43900;104,14;0;0;0;0;0;0;0;0;0;0;;;;;;1041,4;10;10;0;0;1041,4
43901;66,53;0;0;0;;;;;;;;;;;;;199,59;3;3;0;0;199,59
43902;216,68;0;0;0;0;0;0;0;0;0;0;;;;;;2166,8;10;10;0;0;2166,8
43903;99,57;0;0;0;0;0;0;0;0;0;0;0;0;;;;1194,84;12;12;0;0;1194,84
43904;55;0;0;;;;;;;;;;;;;;110;2;2;0;0;110
43905;56,38;0;0;0;0;0;0;0;0;;;;;;;;451,04;8;8;0;0;451,04
43906;178,54;0;0;0;0;0;0;0;0;0;0;0;0;;;;2142,48;12;12;0;0;2142,48
43907;68,3;0;0;0;0;;;;;;;;;;;;273,2;4;4;0;0;273,2
43908;67,88;0;0;0;0;0;0;0;0;0;0;;;;;;678,8;10;10;0;0;678,8
43909;357,81;0;0;0;0;;;;;;;;;;;;1431,24;4;4;0;0;1431,24
43910;36,49;0;0;0;0;0;0;0;0;0;0;;;;;;364,9;10;10;0;0;364,9
43911;64,04;0;0;0;0;0;;;;;;;;;;;320,2;5;5;0;0;320,2
43912;155,37;0;0;0;0;0;0;0;0;0;;;;;;;1398,33;9;9;0;0;1398,33
43913;94;0;0;0;0;;;;;;;;;;;;376;4;4;0;0;376
43914;43,07;0;0;0;0;0;0;0;0;0;0;;;;;;430,7;10;10;0;0;430,7
43915;50,12;0;0;0;;;;;;;;;;;;;150,36;3;3;0;0;150,36
43916;45,93;0;0;0;;;;;;;;;;;;;137,79;3;3;0;0;137,79
43917;101;0;0;;;;;;;;;;;;;;202;2;2;0;0;202
43918;118,43;0;0;0;0;0;0;0;0;0;0;;;;;;1184,3;10;10;0;0;1184,3
43919;76,57;0;0;0;0;;;;;;;;;;;;306,28;4;4;0;0;306,28
43920;136,04;0;0;0;0;0;0;0;0;0;0;0;0;;;;1632,48;12;12;0;0;1632,48
43921;31;0;0;0;0;0;0;;;;;;;;;;186;6;6;0;0;186
43922;132,41;0;0;0;0;0;0;;;;;;;;;;794,46;6;6;0;0;794,46
43923;50,46;0;0;0;0;0;0;0;0;0;0;;;;;;504,6;10;10;0;0;504,6
43924;279;0;;;;;;;;;;;;;;;279;1;1;0;0;279
43925;126;0;0;0;;;;;;;;;;;;;378;3;3;0;0;378
43926;56,55;0;0;0;0;0;0;0;0;0;0;0;0;;;;678,6;12;12;0;0;678,6
43927;187,56;0;0;0;0;0;0;0;0;0;0;;;;;;1875,6;10;10;0;0;1875,6
43928;41;0;0;0;0;;;;;;;;;;;;164;4;4;0;0;164
43929;97,29;0;0;0;0;0;0;0;0;0;0;;;;;;972,9;10;10;0;0;972,9
43930;106,4;0;0;0;0;0;;;;;;;;;;;532;5;5;0;0;532
43931;12,83;0;0;0;0;0;0;;;;;;;;;;76,98;6;6;0;0;76,98
43932;55,73;0;0;0;0;0;0;0;0;0;0;0;0;;;;668,76;12;12;0;0;668,76
43933;29,5;0;0;;;;;;;;;;;;;;59;2;2;0;0;59
43934;154,77;0;0;0;;;;;;;;;;;;;464,31;3;3;0;0;464,31
43935;55;0;0;;;;;;;;;;;;;;110;2;2;0;0;110
43936;168,04;0;0;0;0;0;0;0;0;0;0;0;0;;;;2016,48;12;12;0;0;2016,48
43937;64,68;0;0;;;;;;;;;;;;;;129,36;2;2;0;0;129,36
43938;198,31;0;0;0;0;0;0;0;0;0;0;0;;;;;2181,41;11;11;0;0;2181,41
43939;43,74;0;0;0;0;0;0;0;0;0;0;;;;;;437,4;10;10;0;0;437,4
43940;224,72;0;0;0;0;0;0;0;0;;;;;;;;1797,76;8;8;0;0;1797,76
43941;23,07;0;0;0;0;0;0;0;0;0;0;;;;;;230,7;10;10;0;0;230,7
43942;70,75;0;0;0;0;0;;;;;;;;;;;353,75;5;5;0;0;353,75
43943;109,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1649,1;15;15;0;0;1649,1
43944;41,38;0;0;0;;;;;;;;;;;;;124,14;3;3;0;0;124,14
43945;350,22;0;;;;;;;;;;;;;;;350,22;1;1;0;0;350,22
43946;83,1;0;0;0;0;0;0;0;;;;;;;;;581,7;7;7;0;0;581,7
43947;143,32;0;0;0;0;;;;;;;;;;;;573,28;4;4;0;0;573,28
43948;32;0;0;0;0;;;;;;;;;;;;128;4;4;0;0;128
43949;93,75;0;0;;;;;;;;;;;;;;187,5;2;2;0;0;187,5
43950;98,91;0;0;0;0;0;0;0;0;0;0;;;;;;989,1;10;10;0;0;989,1
43951;96,76;0;0;0;0;0;0;0;0;0;0;;;;;;967,6;10;10;0;0;967,6
43952;75,2;0;0;0;0;0;0;0;;;;;;;;;526,4;7;7;0;0;526,4
43953;149,71;0;0;0;0;0;0;;;;;;;;;;898,26;6;6;0;0;898,26
43954;58,18;0;0;0;0;0;0;0;0;0;0;;;;;;581,8;10;10;0;0;581,8
43955;45,83;0;0;0;0;0;0;;;;;;;;;;274,98;6;6;0;0;274,98
43956;104,16;0;0;0;0;0;0;0;0;0;0;;;;;;1041,6;10;10;0;0;1041,6
43957;33;0;;;;;;;;;;;;;;;33;1;1;0;0;33
43958;27,33;0;0;0;0;0;0;;;;;;;;;;163,98;6;6;0;0;163,98
43959;55,42;0;0;0;0;0;0;0;0;0;0;0;0;;;;665,04;12;12;0;0;665,04
43960;90,51;0;0;0;0;0;0;;;;;;;;;;543,06;6;6;0;0;543,06
43961;47,8;0;0;0;;;;;;;;;;;;;143,4;3;3;0;0;143,4
43962;280,45;0;0;0;0;0;0;0;0;0;0;0;0;;;;3365,4;12;12;0;0;3365,4
43963;62,7;0;0;0;0;0;0;0;0;0;0;;;;;;627;10;10;0;0;627
43964;112,85;0;0;0;0;0;0;0;0;;;;;;;;902,8;8;8;0;0;902,8
43965;14,75;0;0;0;0;;;;;;;;;;;;59;4;4;0;0;59
43966;79,12;0;0;0;;;;;;;;;;;;;237,36;3;3;0;0;237,36
43967;152,68;0;0;0;0;;;;;;;;;;;;610,72;4;4;0;0;610,72
43968;73,19;0;0;0;0;0;0;;;;;;;;;;439,14;6;6;0;0;439,14
43969;151,55;0;0;0;0;0;0;0;0;0;0;;;;;;1515,5;10;10;0;0;1515,5
43970;65,25;0;0;0;0;0;0;0;0;0;;;;;;;587,25;9;9;0;0;587,25
43971;112,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1689,45;15;15;0;0;1689,45
43972;68,75;0;0;0;0;0;;;;;;;;;;;343,75;5;5;0;0;343,75
43973;17,25;0;0;0;0;;;;;;;;;;;;69;4;4;0;0;69
43974;56,8;0;0;0;;;;;;;;;;;;;170,4;3;3;0;0;170,4
43975;65,44;0;0;0;0;0;0;0;0;;;;;;;;523,52;8;8;0;0;523,52
43976;38,01;0;0;0;0;0;0;0;0;0;0;0;0;;;;456,12;12;12;0;0;456,12
43977;137,86;0;0;0;0;0;0;;;;;;;;;;827,16;6;6;0;0;827,16
43978;63,76;0;0;0;0;0;0;0;0;0;0;;;;;;637,6;10;10;0;0;637,6
43979;41,66;0;0;0;0;0;0;0;0;0;0;0;;;;;458,26;11;11;0;0;458,26
43980;143,17;0;0;0;0;0;0;;;;;;;;;;859,02;6;6;0;0;859,02
43981;127,99;0;0;0;0;0;0;0;0;0;0;;;;;;1279,9;10;10;0;0;1279,9
43982;17,88;0;0;0;0;0;;;;;;;;;;;89,4;5;5;0;0;89,4
43983;85,23;0;0;0;0;0;0;0;0;0;0;0;0;;;;1022,76;12;12;0;0;1022,76
43984;35,34;0;0;0;0;0;0;;;;;;;;;;212,04;6;6;0;0;212,04
43985;24,33;0;0;0;;;;;;;;;;;;;72,99;3;3;0;0;72,99
43986;9,5;0;0;;;;;;;;;;;;;;19;2;2;0;0;19
43987;63,96;0;0;0;0;0;0;0;0;;;;;;;;511,68;8;8;0;0;511,68
43988;74,66;0;0;0;0;0;0;0;0;0;;;;;;;671,94;9;9;0;0;671,94
43989;126,33;0;0;0;0;;;;;;;;;;;;505,32;4;4;0;0;505,32
43990;38,89;0;0;0;;;;;;;;;;;;;116,67;3;3;0;0;116,67
43991;45,66;0;0;0;0;0;0;0;0;0;0;;;;;;456,6;10;10;0;0;456,6
43992;61,95;0;0;0;0;;;;;;;;;;;;247,8;4;4;0;0;247,8
43993;113,73;0;0;;;;;;;;;;;;;;227,46;2;2;0;0;227,46
43994;71;0;0;;;;;;;;;;;;;;142;2;2;0;0;142
43995;68,97;0;0;0;0;0;0;0;0;;;;;;;;551,76;8;8;0;0;551,76
43996;30,76;0;0;0;0;0;0;0;0;0;0;0;0;;;;369,12;12;12;0;0;369,12
43997;128,56;0;0;0;;;;;;;;;;;;;385,68;3;3;0;0;385,68
43998;66,78;0;0;0;0;0;0;0;0;0;0;;;;;;667,8;10;10;0;0;667,8
43999;93,34;0;0;0;0;0;0;0;0;0;0;;;;;;933,4;10;10;0;0;933,4
44000;270,2;0;0;0;0;0;;;;;;;;;;;1351;5;5;0;0;1351
44001;11,55;0;0;0;0;0;0;0;0;0;0;;;;;;115,5;10;10;0;0;115,5
44002;168,8;0;0;0;0;0;0;0;0;0;0;0;0;;;;2025,6;12;12;0;0;2025,6
44003;24,41;0;0;0;;;;;;;;;;;;;73,23;3;3;0;0;73,23
44004;38,75;0;0;0;0;0;0;0;0;;;;;;;;310;8;8;0;0;310
44005;17,5;0;0;0;0;0;0;;;;;;;;;;105;6;6;0;0;105
44006;258,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3877,8;15;15;0;0;3877,8
44007;13,66;0;0;0;0;0;0;;;;;;;;;;81,96;6;6;0;0;81,96
44008;179,16;0;0;0;0;0;0;;;;;;;;;;1074,96;6;6;0;0;1074,96
44009;90,49;0;0;0;0;0;0;0;0;0;0;0;0;;;;1085,88;12;12;0;0;1085,88
44010;49,57;0;0;0;;;;;;;;;;;;;148,71;3;3;0;0;148,71
44011;200,45;0;0;0;0;0;0;0;0;0;0;;;;;;2004,5;10;10;0;0;2004,5
44012;11,94;0;0;0;0;0;;;;;;;;;;;59,7;5;5;0;0;59,7
44013;79,93;0;0;0;0;0;0;0;0;0;0;0;0;;;;959,16;12;12;0;0;959,16
44014;62,96;0;0;0;0;0;0;0;0;0;0;0;0;;;;755,52;12;12;0;0;755,52
44015;899;0;;;;;;;;;;;;;;;899;1;1;0;0;899
44016;37,11;0;0;0;0;0;0;0;0;0;0;;;;;;371,1;10;10;0;0;371,1
44017;38,82;0;0;0;0;0;0;0;0;0;0;;;;;;388,2;10;10;0;0;388,2
44018;91;1;1;1;1;1;;;;;;;;;;;455;5;0;5;455;0
44019;71,87;0;0;0;0;0;0;0;0;0;0;;;;;;718,7;10;10;0;0;718,7
44020;16,33;0;0;0;;;;;;;;;;;;;48,99;3;3;0;0;48,99
44021;179,58;0;0;0;0;0;;;;;;;;;;;897,9;5;5;0;0;897,9
44022;12,83;0;0;0;0;0;0;;;;;;;;;;76,98;6;6;0;0;76,98
44023;39,8;0;0;0;0;0;;;;;;;;;;;199;5;5;0;0;199
44024;89,19;0;0;0;;;;;;;;;;;;;267,57;3;3;0;0;267,57
44025;45,5;0;0;0;0;0;0;0;;;;;;;;;318,5;7;7;0;0;318,5
44026;50,95;0;0;;;;;;;;;;;;;;101,9;2;2;0;0;101,9
44027;149;0;0;0;0;0;0;0;0;0;0;0;0;;;;1788;12;12;0;0;1788
44028;44,96;0;0;0;0;;;;;;;;;;;;179,84;4;4;0;0;179,84
44029;91;0;0;0;;;;;;;;;;;;;273;3;3;0;0;273
44030;99,39;0;0;0;0;0;0;0;0;0;;;;;;;894,51;9;9;0;0;894,51
44031;40,63;0;0;0;0;0;0;0;0;0;;;;;;;365,67;9;9;0;0;365,67
44032;242,73;0;0;0;;;;;;;;;;;;;728,19;3;3;0;0;728,19
44033;126,29;0;0;0;0;;;;;;;;;;;;505,16;4;4;0;0;505,16
44034;122,45;0;0;;;;;;;;;;;;;;244,9;2;2;0;0;244,9
44035;93;0;0;;;;;;;;;;;;;;186;2;2;0;0;186
44036;87,14;0;0;0;0;0;0;0;0;0;0;;;;;;871,4;10;10;0;0;871,4
44037;125;0;0;0;0;0;0;0;0;0;0;0;0;;;;1500;12;12;0;0;1500
44038;16,16;0;0;0;0;0;0;;;;;;;;;;96,96;6;6;0;0;96,96
44039;92,12;0;0;0;0;0;;;;;;;;;;;460,6;5;5;0;0;460,6
44040;80,8;0;0;0;0;0;0;0;0;;;;;;;;646,4;8;8;0;0;646,4
44041;16,59;0;0;0;0;0;;;;;;;;;;;82,95;5;5;0;0;82,95
44042;57,44;0;0;0;0;0;0;0;0;0;0;;;;;;574,4;10;10;0;0;574,4
44043;22,99;0;0;0;0;0;0;;;;;;;;;;137,94;6;6;0;0;137,94
44044;145;0;0;0;0;0;0;0;0;0;0;0;0;;;;1740;12;12;0;0;1740
44045;76,07;0;0;0;0;0;0;0;0;;;;;;;;608,56;8;8;0;0;608,56
44046;47,63;0;0;0;0;0;0;0;0;0;0;;;;;;476,3;10;10;0;0;476,3
44047;49,13;0;0;0;0;0;0;0;0;0;0;0;0;;;;589,56;12;12;0;0;589,56
44048;49,3;0;0;0;0;0;0;0;0;;;;;;;;394,4;8;8;0;0;394,4
44049;77,82;0;0;0;0;0;0;;;;;;;;;;466,92;6;6;0;0;466,92
44050;79,36;0;0;0;0;0;0;0;0;0;0;;;;;;793,6;10;10;0;0;793,6
44051;139;0;;;;;;;;;;;;;;;139;1;1;0;0;139
44052;25;0;0;;;;;;;;;;;;;;50;2;2;0;0;50
44053;179,88;0;0;0;0;;;;;;;;;;;;719,52;4;4;0;0;719,52
44054;13;0;0;0;;;;;;;;;;;;;39;3;3;0;0;39
44055;70,8;0;0;0;0;0;0;0;0;0;0;;;;;;708;10;10;0;0;708
44056;70,68;0;0;0;0;0;0;0;0;0;0;;;;;;706,8;10;10;0;0;706,8
44057;94,93;0;0;0;0;0;0;0;0;0;0;0;;;;;1044,23;11;11;0;0;1044,23
44058;52,51;0;0;0;0;0;0;0;;;;;;;;;367,57;7;7;0;0;367,57
44059;149;0;0;0;0;;;;;;;;;;;;596;4;4;0;0;596
44060;66,89;0;0;0;0;0;0;;;;;;;;;;401,34;6;6;0;0;401,34
44061;160,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2408,55;15;15;0;0;2408,55
44062;183,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2756,25;15;14;1;183,75;2572,5
44063;166,95;0;0;0;0;0;0;0;0;0;;;;;;;1502,55;9;9;0;0;1502,55
44064;58,61;0;0;0;0;0;0;0;0;0;0;;;;;;586,1;10;10;0;0;586,1
44065;54,42;0;0;0;0;0;0;0;0;0;0;0;0;;;;653,04;12;12;0;0;653,04
44066;263,96;0;0;0;0;0;0;0;0;0;0;;;;;;2639,6;10;10;0;0;2639,6
44067;31,56;0;0;0;0;0;;;;;;;;;;;157,8;5;5;0;0;157,8
44068;134,62;0;0;0;0;0;0;0;0;0;0;0;0;;;;1615,44;12;12;0;0;1615,44
44069;84,33;0;0;0;0;;;;;;;;;;;;337,32;4;4;0;0;337,32
44070;59;0;0;0;0;;;;;;;;;;;;236;4;4;0;0;236
44071;68,72;0;0;0;0;0;0;0;0;0;0;;;;;;687,2;10;10;0;0;687,2
44072;66,15;0;0;0;0;0;0;0;0;0;0;0;0;;;;793,8;12;12;0;0;793,8
44073;119,38;0;0;0;0;0;0;0;0;;;;;;;;955,04;8;8;0;0;955,04
44074;178;0;0;0;0;0;0;0;0;0;0;0;0;;;;2136;12;12;0;0;2136
44075;31,35;0;0;;;;;;;;;;;;;;62,7;2;2;0;0;62,7
44076;81;0;0;0;0;0;0;0;0;;;;;;;;648;8;8;0;0;648
44077;38,33;0;0;0;0;0;0;0;0;0;0;;;;;;383,3;10;10;0;0;383,3
44078;127,02;0;0;0;0;0;0;0;0;0;0;0;0;;;;1524,24;12;12;0;0;1524,24
44079;89;0;;;;;;;;;;;;;;;89;1;1;0;0;89
44080;199;0;;;;;;;;;;;;;;;199;1;1;0;0;199
44081;47,26;0;0;0;0;0;0;0;0;;;;;;;;378,08;8;8;0;0;378,08
44082;67,93;0;0;0;0;0;0;0;0;0;0;0;0;;;;815,16;12;12;0;0;815,16
44083;290,53;0;0;0;0;0;0;0;0;0;0;0;0;;;;3486,36;12;12;0;0;3486,36
44084;33;0;0;0;0;0;0;;;;;;;;;;198;6;6;0;0;198
44085;48,86;0;0;0;0;;;;;;;;;;;;195,44;4;4;0;0;195,44
44086;211,62;0;0;0;0;0;0;0;0;0;0;0;0;;;;2539,44;12;12;0;0;2539,44
44087;40,43;0;0;0;0;;;;;;;;;;;;161,72;4;4;0;0;161,72
44088;161,86;0;0;0;0;0;0;0;0;0;0;;;;;;1618,6;10;10;0;0;1618,6
44089;44,11;0;0;0;0;0;0;0;0;0;;;;;;;396,99;9;9;0;0;396,99
44090;29,43;0;0;0;0;0;0;;;;;;;;;;176,58;6;6;0;0;176,58
44091;193,06;0;0;0;0;0;0;0;0;0;0;0;0;;;;2316,72;12;12;0;0;2316,72
44092;266,51;0;0;0;0;0;;;;;;;;;;;1332,55;5;5;0;0;1332,55
44093;151,06;0;;;;;;;;;;;;;;;151,06;1;1;0;0;151,06
44094;39,62;0;0;0;0;0;0;0;0;0;0;0;0;;;;475,44;12;12;0;0;475,44
44095;60,04;0;0;0;0;0;0;0;0;0;0;;;;;;600,4;10;10;0;0;600,4
44096;263;0;0;;;;;;;;;;;;;;526;2;2;0;0;526
44097;142,18;0;0;0;0;0;0;0;0;0;0;0;0;;;;1706,16;12;12;0;0;1706,16
44098;94,4;0;0;0;0;0;0;0;0;;;;;;;;755,2;8;8;0;0;755,2
44099;80,14;0;0;0;0;0;0;;;;;;;;;;480,84;6;6;0;0;480,84
44100;33,89;0;0;0;0;0;0;;;;;;;;;;203,34;6;6;0;0;203,34
44101;92,01;0;0;0;0;0;0;0;0;0;0;0;0;;;;1104,12;12;12;0;0;1104,12
44102;91;0;0;0;0;0;0;0;0;0;0;;;;;;910;10;10;0;0;910
44103;39,45;0;0;0;;;;;;;;;;;;;118,35;3;3;0;0;118,35
44104;110,61;0;0;0;0;;;;;;;;;;;;442,44;4;4;0;0;442,44
44105;58,35;0;0;;;;;;;;;;;;;;116,7;2;2;0;0;116,7
44106;170,38;0;0;0;0;0;0;;;;;;;;;;1022,28;6;6;0;0;1022,28
44107;58,13;0;0;0;0;0;0;0;0;0;0;;;;;;581,3;10;10;0;0;581,3
44108;69,38;0;0;0;0;0;0;;;;;;;;;;416,28;6;6;0;0;416,28
44109;95,38;0;0;0;0;0;;;;;;;;;;;476,9;5;5;0;0;476,9
44110;190,83;0;0;0;0;0;0;;;;;;;;;;1144,98;6;6;0;0;1144,98
44111;68,99;0;0;0;0;0;0;0;0;;;;;;;;551,92;8;8;0;0;551,92
44112;16,5;0;0;0;0;0;0;;;;;;;;;;99;6;6;0;0;99
44113;179,9;0;0;0;0;0;0;0;0;0;0;;;;;;1799;10;10;0;0;1799
44114;20,5;0;0;0;;;;;;;;;;;;;61,5;3;3;0;0;61,5
44115;213,35;0;0;;;;;;;;;;;;;;426,7;2;2;0;0;426,7
44116;99,57;0;0;0;0;;;;;;;;;;;;398,28;4;4;0;0;398,28
44117;69,62;0;0;0;0;0;0;0;0;0;0;;;;;;696,2;10;10;0;0;696,2
44118;18,87;0;0;0;0;0;0;0;0;0;0;0;0;;;;226,44;12;12;0;0;226,44
44119;49,9;0;;;;;;;;;;;;;;;49,9;1;1;0;0;49,9
44120;69;0;;;;;;;;;;;;;;;69;1;1;0;0;69
44121;62,43;0;0;0;0;0;0;0;0;0;;;;;;;561,87;9;9;0;0;561,87
44122;14,6;0;0;0;0;0;;;;;;;;;;;73;5;5;0;0;73
44123;44,56;0;0;0;0;0;0;;;;;;;;;;267,36;6;6;0;0;267,36
44124;81,34;0;0;0;0;0;0;;;;;;;;;;488,04;6;6;0;0;488,04
44125;16,69;0;0;0;0;0;0;;;;;;;;;;100,14;6;6;0;0;100,14
44126;123,14;0;0;0;0;0;0;;;;;;;;;;738,84;6;6;0;0;738,84
44127;74,02;0;0;0;0;0;0;;;;;;;;;;444,12;6;6;0;0;444,12
44128;25,9;0;0;0;0;0;0;0;0;0;0;;;;;;259;10;10;0;0;259
44129;226,12;0;0;0;0;0;0;0;0;0;0;;;;;;2261,2;10;10;0;0;2261,2
44130;42,14;0;0;0;0;0;0;;;;;;;;;;252,84;6;6;0;0;252,84
44131;57,3;0;0;0;0;0;0;0;0;0;0;;;;;;573;10;10;0;0;573
44132;43,02;0;0;0;0;0;0;0;0;0;0;;;;;;430,2;10;10;0;0;430,2
44133;135,97;0;0;0;0;0;0;0;0;0;0;;;;;;1359,7;10;10;0;0;1359,7
44134;48,61;0;0;0;0;0;0;0;0;0;0;;;;;;486,1;10;10;0;0;486,1
44135;50,72;0;0;0;0;0;0;0;0;0;0;0;0;;;;608,64;12;12;0;0;608,64
44136;76,74;0;0;0;0;0;0;0;0;0;0;;;;;;767,4;10;10;0;0;767,4
44137;19,9;0;0;0;0;0;0;0;0;0;0;;;;;;199;10;10;0;0;199
44138;46,23;0;0;;;;;;;;;;;;;;92,46;2;2;0;0;92,46
44139;150,6;0;0;0;0;0;0;0;0;0;0;0;0;;;;1807,2;12;12;0;0;1807,2
44140;88,12;0;0;0;0;0;0;;;;;;;;;;528,72;6;6;0;0;528,72
44141;86,03;0;0;0;0;0;0;0;0;;;;;;;;688,24;8;8;0;0;688,24
44142;41,65;0;0;0;0;;;;;;;;;;;;166,6;4;4;0;0;166,6
44143;66,44;0;0;0;0;0;0;0;0;0;0;;;;;;664,4;10;10;0;0;664,4
44144;63;0;0;0;0;0;0;0;;;;;;;;;441;7;7;0;0;441
44145;180,41;0;0;0;0;0;0;0;0;0;0;0;0;;;;2164,92;12;12;0;0;2164,92
44146;9,95;0;0;0;0;0;0;;;;;;;;;;59,7;6;6;0;0;59,7
44147;78,92;0;0;0;0;0;;;;;;;;;;;394,6;5;5;0;0;394,6
44148;59,9;0;;;;;;;;;;;;;;;59,9;1;1;0;0;59,9
44149;103,83;0;0;0;0;0;0;;;;;;;;;;622,98;6;6;0;0;622,98
